Company_Name,Location,Sector,Amount ($),Stage,Year
Zomato,Gurugram,Technology,100000000.0,undisclosed,2020-01-01
Customfit ai,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Nirmata,San Francisco,Technology,3982000.0,undisclosed,2020-01-01
Hire Me Car,Noida,Lifestyle,913500.0,seed,2020-01-01
Oga Fit,Bangalore,Lifestyle,1100000.0,bridge,2020-01-01
ShipsKart,Delhi,Technology,200000.0,bridge,2020-01-01
SquadStack,San Francisco,Technology,5000000.0,series a,2020-01-01
Financepeer,Mumbai,Technology,3000000.0,bridge,2020-01-01
Cashify,Gurugram,Technology,10000000.0,unstaged,2020-01-01
Etrio,Hyderabad,Technology,3000000.0,series a,2020-01-01
Codeyoung,Bangalore,Technology,913500.0,seed,2020-01-01
StayQrious,Bangalore,Technology,2000000.0,seed,2020-01-01
Sunstone Eduversity,Gurugram,Technology,3000000.0,series a,2020-01-01
Infilect,Bangalore,Technology,1500000.0,bridge,2020-01-01
MobiGarage,Delhi,Technology,1100000.0,bridge,2020-01-01
Samunnati,Chennai,Technology,20000000.0,unstaged,2020-01-01
WeInnovate Biosolutions,Pune,Technology,913500.0,seed,2020-01-01
Yummy Corp,Tangerang,Technology,12000000.0,series b,2020-01-01
Smallcase,Bangalore,Finance,13400000.0,series b,2020-01-01
Clairvolex,California,Technology,2000000.0,unstaged,2020-01-01
Assiduus,Bangalore,Technology,1000000.0,series a,2020-01-01
Brinton,California,Technology,1300000.0,unstaged,2020-01-01
AFK Gaming,Mumbai,Media and Entertainment,200000.0,bridge,2020-01-01
Infarm,Berlin,Technology,170000000.0,series c,2020-01-01
Zuper,Seattle,Technology,1100000.0,seed,2020-01-01
mCaffeine,Mumbai,Lifestyle,2900000.0,series b,2020-01-01
Origa,Andheri,Finance,2000000.0,unstaged,2020-01-01
GullyBuy Software,Pune,Technology,543000.0,bridge,2020-01-01
Recordent,Hyderabad,Finance,913500.0,seed,2020-01-01
MPL,Bangalore,Media and Entertainment,90000000.0,series c,2020-01-01
Penny,Riyadh,Technology,1300000.0,seed,2020-01-01
Onsitego,Mumbai,Technology,30000000.0,series b,2020-01-01
Precily,California,Technology,913500.0,seed,2020-01-01
SmartClean,Singapore,Technology,3400000.0,bridge,2020-01-01
ClanConnect,Delhi,Technology,600000.0,seed,2020-01-01
Servify,Mumbai,Technology,23000000.0,series c,2020-01-01
ShareChat,Bangalore,Media and Entertainment,40000000.0,bridge,2020-01-01
Rephrase.ai,Bangalore,Technology,1500000.0,seed,2020-01-01
Melorra,Bangalore,Beauty & Fashion,8090000.0,unstaged,2020-01-01
FabHotels,Gurugram,Health,1030000.0,series b,2020-01-01
EkAnek,Delhi,Technology,5040000.0,unstaged,2020-01-01
Cub McPaws,Mumbai,Technology,800000.0,bridge,2020-01-01
Zimyo,Gurugram,Business Intelligence,1500000.0,seed,2020-01-01
PumPumPum,Gurugram,Transport,360000.0,unstaged,2020-01-01
Burgerama,Gurugram,Technology,1100000.0,bridge,2020-01-01
Moms Co,Gurugram,Health,8000000.0,series b,2020-01-01
DillyHub,Seoul,Telecommunication,1400000.0,seed,2020-01-01
FPL Technologies,Pune,Finance,10000000.0,series a,2020-01-01
FITTR,Pune,Lifestyle,2000000.0,bridge,2020-01-01
Illumnus,Pune,Technology,100000.0,seed,2020-01-01
CashKaro,Gurugram,Technology,10000000.0,series b,2020-01-01
Newton School,Bangalore,Technology,650000.0,seed,2020-01-01
Airmeet,Bangalore,Technology,12000000.0,series a,2020-01-01
Observe ai,San Francisco,Technology,54000000.0,series b,2020-01-01
InCred,Mumbai,Finance,5000000.0,unstaged,2020-01-01
Toppr,Mumbai,Technology,35000000.0,series d,2020-01-01
CarTrade,Mumbai,Technology,42500000.0,series h,2020-01-01
LEAD School,Mumbai,Technology,28000000.0,series c,2020-01-01
Servify,Mumbai,Technology,11370000.0,series c,2020-01-01
Lido Learning,Mumbai,Technology,7500000.0,series b,2020-01-01
Apna.co,Bangalore,Business Intelligence,8000000.0,series a,2020-01-01
Quintype Technologies,Bangalore,Technology,325000.0,series a,2020-01-01
Dunzo,Bangalore,Technology,28000000.0,series e,2020-01-01
Entropik,Bangalore,Technology,8000000.0,series a,2020-01-01
Livspace,Bangalore,Lifestyle,9000000.0,series d,2020-01-01
Ultraviolette Automotive,Bangalore,Technology,410000.0,series b,2020-01-01
WinZO,Delhi,Technology,18000000.0,series b,2020-01-01
SenseHawk,Bangalore,Energy,5000000.0,series a,2020-01-01
Railofy,Mumbai,Transport,900000.0,seed,2020-01-01
Eloelo,Bangalore,Technology,450000.0,seed,2020-01-01
Aibono,Bangalore,Technology,2000000.0,bridge,2020-01-01
BuildPan,Indore,Technology,500000.0,seed,2020-01-01
Homelane,Bangalore,Technology,8000000.0,bridge,2020-01-01
MyGlamm,Mumbai,Beauty & Fashion,1000000.0,series b,2020-01-01
Aviom,Delhi,Finance,682000.0,unstaged,2020-01-01
Flinto,Chennai,Technology,7000000.0,bridge,2020-01-01
WayCool,Chennai,Technology,5060000.0,series c,2020-01-01
YAP,Chennai,Technology,4050000.0,series a,2020-01-01
Big Bang Boom Solutions,Chennai,Technology,1050000.0,series a,2020-01-01
GUVI,Chennai,Technology,800000.0,series a,2020-01-01
BluSmart,Gurugram,Energy,7000000.0,bridge,2020-01-01
Cell Propulsion,Bangalore,Transport,1100000.0,bridge,2020-01-01
MPL,Bangalore,Media and Entertainment,50000000.0,series b,2020-01-01
Spoonshot,Bangalore,Technology,1000000.0,seed,2020-01-01
Pulse,Mumbai,Finance,750000.0,bridge,2020-01-01
Groww,Bangalore,Finance,30000000.0,series c,2020-01-01
i3 Systems,Mumbai,Finance,1050000.0,bridge,2020-01-01
SOAL,Mumbai,Technology,1000000.0,series a,2020-01-01
OckyPocky,Gurugram,Technology,400000.0,seed,2020-01-01
Hippo Video,New York,Media and Entertainment,4000000.0,series a,2020-01-01
Hasura,San Francisco,Technology,25000000.0,series b,2020-01-01
Qapita,Singapore,Finance,1080000.0,seed,2020-01-01
Sunday,Bangkok,Finance,9000000.0,bridge,2020-01-01
Gamezop,Gurugram,Technology,4300000.0,series a,2020-01-01
Phool.co,Kanpur,Technology,1400000.0,bridge,2020-01-01
Chiratae Ventures,Bangalore,Finance,913500.0,seed,2020-01-01
MedLife,Bangalore,Technology,6800000.0,undisclosed,2020-01-01
IDfy,Mumbai,Technology,2110000.0,series a,2020-01-01
True Balance,Gurugram,Finance,32000000.0,series c,2020-01-01
Bira91,Delhi,Lifestyle,764000.0,undisclosed,2020-01-01
Max wholesale,Delhi,Technology,603000.0,undisclosed,2020-01-01
Craftsvilla,Mumbai,Technology,409000.0,undisclosed,2020-01-01
MechMocha,Bangalore,Media and Entertainment,292000.0,series a,2020-01-01
Mindhouse,Gurugram,Technology,286000.0,undisclosed,2020-01-01
DeepSync,Chandigarh,Technology,136000.0,undisclosed,2020-01-01
Eruditus,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
Gradeup,Noida,Technology,546000.0,undisclosed,2020-01-01
Tracxn,Bangalore,Finance,887000.0,series b,2020-01-01
Purple Style Labs,Mumbai,Beauty & Fashion,43000.0,undisclosed,2020-01-01
ProPhysio,Bangalore,Technology,40900.0,undisclosed,2020-01-01
Flickstree,Mumbai,Technology,40900.0,undisclosed,2020-01-01
Settl,Gurugram,Lifestyle,3982000.0,undisclosed,2020-01-01
Fanspole,Thane,Media and Entertainment,1100000.0,bridge,2020-01-01
Sarva,Chennai,Health,3982000.0,undisclosed,2020-01-01
Univ.ai,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
PurohitJi,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
CredoLab,Singapore,Technology,7000000.0,series a,2020-01-01
Brick&Bolt,Bangalore,Real Estate,2200000.0,series a,2020-01-01
Grinntech,Chennai,Technology,2000000.0,undisclosed,2020-01-01
6Degree,Mumbai,Beauty & Fashion,340000.0,undisclosed,2020-01-01
Exprs,Undisclosed,Business Intelligence,5660000.0,undisclosed,2020-01-01
Bikayi,Hyderabad,Technology,2000000.0,seed,2020-01-01
Virtual Forest,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
The Health company,Gurugram,Technology,350000.0,undisclosed,2020-01-01
TrulyMadly Matchmakers,Gurugram,Technology,110000.0,bridge,2020-01-01
TrueFan,Mumbai,Media and Entertainment,4300000.0,seed,2020-01-01
Fanspole,Mumbai,Technology,1100000.0,bridge,2020-01-01
Byju's,Bangalore,Technology,122000000.0,undisclosed,2020-01-01
Avail Finance,Bangalore,Finance,11635000.0,series b,2020-01-01
The Money Club,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Virohan,Gurugram,Health,2800000.0,series a,2020-01-01
OneCode,Gurugram,Technology,913500.0,seed,2020-01-01
Verloop.io,Undisclosed,Technology,5000000.0,undisclosed,2020-01-01
Otipy,Undisclosed,Technology,1000000.0,bridge,2020-01-01
Evage,Chandigarh,Transport,3982000.0,undisclosed,2020-01-01
Trell,Bangalore,Technology,11000000.0,series a,2020-01-01
Captain Fresh,Bangalore,Transport,2300000.0,bridge,2020-01-01
Teachmint,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Pixxel,Bangalore,Technology,5000000.0,seed,2020-01-01
Habbit Health,Delhi,Health,1100000.0,bridge,2020-01-01
SmarterBiz,Bangalore,Technology,1065000.0,bridge,2020-01-01
Able Jobs,Bangalore,Business Intelligence,2000000.0,undisclosed,2020-01-01
Vieroots,Kochi,Technology,3982000.0,undisclosed,2020-01-01
Stack Finance,Bangalore,Finance,913500.0,seed,2020-01-01
Masai School,Bangalore,Technology,2500000.0,series a,2020-01-01
Mitron,Bangalore,Media and Entertainment,5000000.0,series a,2020-01-01
Daalchini,Undisclosed,Technology,669000.0,bridge,2020-01-01
Suno India,Undisclosed,Media and Entertainment,913500.0,seed,2020-01-01
LendingKart,Ahmedabad,Finance,16076000.0,series d,2020-01-01
Text Mercato,Bangalore,Commerce,649600.0,series a,2020-01-01
Eden Smart Homes,Undisclosed,Technology,3982000.0,undisclosed,2020-01-01
GrayQuest,Mumbai,Technology,1000000.0,bridge,2020-01-01
BigHaat,Bangalore,Technology,2000000.0,bridge,2020-01-01
CityCash,Mumbai,Finance,1000000.0,seed,2020-01-01
HomeLane,Chennai,Lifestyle,1000000.0,series d,2020-01-01
HungerBox,Bangalore,Technology,6700000.0,series c,2020-01-01
DaveAI,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Eduvanz,Mumbai,Finance,5000000.0,series a,2020-01-01
ZipLoan,Delhi,Finance,2000000.0,undisclosed,2020-01-01
DocSumo,Mumbai,Technology,220000.0,seed,2020-01-01
CUSMAT,Warangal,Technology,3982000.0,undisclosed,2020-01-01
Chingari,Bangalore,Media and Entertainment,1300000.0,seed,2020-01-01
Bolo Indya,Gurugram,Media and Entertainment,300000.0,bridge,2020-01-01
Data Sutram,Kolkata,Technology,266500.0,undisclosed,2020-01-01
Wobot Intelligence,Delhi,Technology,2500000.0,bridge,2020-01-01
DrinkPrime,Bangalore,Technology,2879000.0,bridge,2020-01-01
Infeedo,Gurugram,Business Intelligence,700000.0,undisclosed,2020-01-01
Probus Smart Things,Delhi,Technology,913500.0,seed,2020-01-01
CrowdPouch,Bangalore,Technology,913500.0,seed,2020-01-01
Rebel Foods,Mumbai,Technology,26500000.0,series e,2020-01-01
Hevo,Bangalore,Technology,8000000.0,series a,2020-01-01
BigSpoon Foods,Ahmedabad,Technology,2000000.0,bridge,2020-01-01
Chingari,Bangalore,Media and Entertainment,1000000.0,seed,2020-01-01
ShareChat,Bangalore,Media and Entertainment,351000.0,undisclosed,2020-01-01
DatStop,Delhi,Health,3982000.0,undisclosed,2020-01-01
IPHM Services,Mumbai,Health,913500.0,seed,2020-01-01
Wellcure,Gurugram,Technology,200000.0,undisclosed,2020-01-01
VilCart,Bangalore,Technology,1100000.0,bridge,2020-01-01
Firescore,Mumbai,Technology,500000.0,undisclosed,2020-01-01
BulBul,Gurugram,Technology,3982000.0,undisclosed,2020-01-01
Toppr,Mumbai,Technology,46761000.0,series d,2020-01-01
Pickright Technologies,Bangalore,Finance,175000.0,seed,2020-01-01
Muse Wearables,Chennai,Technology,3000000.0,undisclosed,2020-01-01
SATYA Microcapital,Delhi,Finance,3982000.0,undisclosed,2020-01-01
WYN Studio,Gurugram,Media and Entertainment,913500.0,seed,2020-01-01
Fourth Partner Energy,Bangalore,Energy,15000000.0,undisclosed,2020-01-01
Entri,Kochi,Technology,1700000.0,bridge,2020-01-01
Snack Amor,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
MPowered,Gurugram,Technology,21000000.0,bridge,2020-01-01
Leap Club,Gurugram,Technology,3982000.0,undisclosed,2020-01-01
Ather Energy,Bangalore,Technology,11241000.0,series c,2020-01-01
Gigforce,Bangalore,Business Intelligence,804000.0,undisclosed,2020-01-01
Vegrow,Bangalore,Technology,2500000.0,seed,2020-01-01
Finn,Bangalore,Finance,1100000.0,bridge,2020-01-01
Bijnis,Delhi,Technology,10000000.0,series a,2020-01-01
iNurture,Bangalore,Technology,1340000.0,undisclosed,2020-01-01
StyleDotMe,Gurugram,Beauty & Fashion,467000.0,bridge,2020-01-01
Ripsey,Mumbai,Health,133000.0,undisclosed,2020-01-01
ThriveFNC,Pune,Lifestyle,913500.0,seed,2020-01-01
Vedantu,Bangalore,Technology,100000000.0,series d,2020-01-01
Magicpin,Gurugram,Commerce,7000000.0,series d,2020-01-01
Procol,Delhi,Technology,3823000.0,undisclosed,2020-01-01
Yumlane,Mumbai,Technology,1000000.0,bridge,2020-01-01
Crio,Bangalore,Technology,934000.0,undisclosed,2020-01-01
Openapp,Bangalore,Technology,500000.0,undisclosed,2020-01-01
PumPumPum,Gurugram,Technology,293000.0,undisclosed,2020-01-01
uFony Services Pvt ltd,Pune,Technology,3982000.0,undisclosed,2020-01-01
Protinus Fashion Networking Pvt Ltd,Mumbai,Beauty & Fashion,1100000.0,bridge,2020-01-01
Uable,Bangalore,Technology,913500.0,seed,2020-01-01
ParkSmart,Delhi,Technology,198000.0,undisclosed,2020-01-01
Plum,Bangalore,Technology,927000.0,seed,2020-01-01
IncNut Digital,Hyderabad,Technology,4000000.0,series a,2020-01-01
GigIndia,Pune,Technology,971000.0,bridge,2020-01-01
Specsmaker,Chennai,Beauty & Fashion,3060000.0,undisclosed,2020-01-01
Piggy Ride,Bangalore,Technology,1862000.0,bridge,2020-01-01
Chai Waale,Chennai,Technology,232000.0,undisclosed,2020-01-01
NOTO,Mumbai,Technology,1100000.0,bridge,2020-01-01
Cuemath,Bangalore,Technology,2888000.0,series b,2020-01-01
Cars24,Gurugram,Technology,1328000.0,undisclosed,2020-01-01
JetSynthesys,Pune,Technology,40000000.0,undisclosed,2020-01-01
Earth Energy EV,Mumbai,Technology,913500.0,seed,2020-01-01
Green Cure,Delhi,Lifestyle,3982000.0,undisclosed,2020-01-01
Blue Sky Analytics,Gurugram,Technology,1200000.0,seed,2020-01-01
Edhusk,Jaipur,Technology,3982000.0,undisclosed,2020-01-01
Decentro,Bangalore,Finance,15500000.0,series a,2020-01-01
Zolostays,Bangalore,Technology,56000000.0,series c,2020-01-01
Frontier Markets,Jaipur,Technology,2250000.0,bridge,2020-01-01
Brainwired,Kerala,Technology,3982000.0,undisclosed,2020-01-01
Aye Finance,Gurugram,Finance,16753000.0,series e,2020-01-01
Paper Boat,Gurugram,Technology,3700000.0,undisclosed,2020-01-01
Ken42,Bangalore,Technology,1470000.0,undisclosed,2020-01-01
Forbidden Foods,Delhi,Technology,1000000.0,seed,2020-01-01
Universal Sportsbiz,Bangalore,Beauty & Fashion,530000.0,undisclosed,2020-01-01
Gobbly,Gurugram,Technology,500000.0,seed,2020-01-01
Aerostrovilos,Chennai,Transport,3982000.0,undisclosed,2020-01-01
Mitron,Bangalore,Media and Entertainment,267000.0,seed,2020-01-01
Bulk MRO,Mumbai,Technology,3344000.0,undisclosed,2020-01-01
Inspektlabs,Delhi,Technology,600000.0,bridge,2020-01-01
Big Bang Boom Solutions,Chennai,Technology,1000000.0,series a,2020-01-01
Flinto,Chennai,Technology,7200000.0,bridge,2020-01-01
Zetwerk,Bangalore,Technology,21000000.0,series c,2020-01-01
ChitMonks,Hyderabad,Finance,650000.0,bridge,2020-01-01
Walrus,Bangalore,Finance,1100000.0,bridge,2020-01-01
Arth Designbuild,Hyderabad,Technology,1100000.0,undisclosed,2020-01-01
goDutch,Mumbai,Finance,1700000.0,seed,2020-01-01
Rusk Media,Delhi,Media and Entertainment,913500.0,seed,2020-01-01
Bold Care,Mumbai,Lifestyle,1100000.0,bridge,2020-01-01
Samosa Party,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
High Street Essentials,Delhi,Technology,2743000.0,bridge,2020-01-01
Byju's,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Slice,Bangalore,Finance,6082000.0,bridge,2020-01-01
Bombay Play,Bangalore,Technology,1500000.0,bridge,2020-01-01
Fullife,Mumbai,Technology,6609000.0,undisclosed,2020-01-01
Oziva,Undisclosed,Health,5000000.0,series a,2020-01-01
Aye Finance,Gurugram,Finance,27700000.0,series e,2020-01-01
Aether Biomedical,Delhi,Technology,913500.0,seed,2020-01-01
91springboard,Delhi,Business Intelligence,5940000.0,undisclosed,2020-01-01
Yulu,Undisclosed,Transport,3964000.0,undisclosed,2020-01-01
Milkbasket,Gurugram,Transport,5500000.0,undisclosed,2020-01-01
MergerDomo,Noida,Technology,197000.0,undisclosed,2020-01-01
GoMechanic,Delhi,Technology,17000000.0,series b,2020-01-01
Milk Mantra, Bhubaneswar,Technology,10000000.0,undisclosed,2020-01-01
Myglamm,Mumbai,Beauty & Fashion,4327000.0,undisclosed,2020-01-01
Drishti Technologies,Bangalore,Technology,25000000.0,series b,2020-01-01
Instasolv,Noida,Technology,2000000.0,bridge,2020-01-01
GoldenPi,Bangalore,Finance,459000.0,undisclosed,2020-01-01
Peppermint,Undisclosed,Technology,913500.0,seed,2020-01-01
Sarva,Chennai,Lifestyle,3982000.0,undisclosed,2020-01-01
Jai Kisan,Mumbai,Finance,3937000.0,bridge,2020-01-01
Agro2o,Delhi,Technology,3982000.0,undisclosed,2020-01-01
LetsTransport,Bangalore,Technology,1313500.0,undisclosed,2020-01-01
GabbarDeals,Pune,Technology,3982000.0,undisclosed,2020-01-01
Crimson Healthcare,Delhi,Technology,229800.0,undisclosed,2020-01-01
Biomoneta,Bangalore,Technology,913500.0,seed,2020-01-01
Edvizo,Bangalore,Technology,150000.0,seed,2020-01-01
Drum Food,Mumbai,Technology,5305000.0,undisclosed,2020-01-01
Innoviti,Bangalore,Finance,32000000.0,series c,2020-01-01
Jiffy ai,Undisclosed,Technology,18000000.0,series a,2020-01-01
Postman,Undisclosed,Technology,150000000.0,series c,2020-01-01
F5,Delhi,Technology,3982000.0,undisclosed,2020-01-01
Waycool,Chennai,Technology,5500000.0,series c,2020-01-01
Myelin Foundry,Undisclosed,Technology,3982000.0,undisclosed,2020-01-01
Ameliorate Biotech,Bangalore,Technology,264000.0,seed,2020-01-01
Hapramp,Gurugram,Technology,1000000.0,undisclosed,2020-01-01
MyKaam,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
HealthPlix,Bangalore,Technology,6000000.0,series b,2020-01-01
YoloBus,Gurugram,Transport,3300000.0,series a,2020-01-01
iNurture Education,Undisclosed,Technology,4000000.0,undisclosed,2020-01-01
Pocket52,Bangalore,Technology,1750000.0,series a,2020-01-01
QuaQua,Hyderabad,Lifestyle,1000000.0,undisclosed,2020-01-01
Crofarm,Delhi,Technology,1000000.0,undisclosed,2020-01-01
Timios,Bangalore,Technology,1100000.0,bridge,2020-01-01
Wooden Street,Jaipur,Technology,3000000.0,series a,2020-01-01
BankBazaar,Chennai,Finance,5967000.0,series d,2020-01-01
Rentmojo,Bangalore,Technology,2980000.0,undisclosed,2020-01-01
Credgencies,Undisclosed,Technology,913500.0,seed,2020-01-01
Knorish,Delhi,Technology,323000.0,bridge,2020-01-01
LetsTransport,Bangalore,Technology,1326000.0,undisclosed,2020-01-01
Vahak,Undisclosed,Transport,913500.0,seed,2020-01-01
Nutrova,Mumbai,Health,1100000.0,bridge,2020-01-01
Cube Wealth,Mumbai,Technology,500000.0,mid series,2020-01-01
IVF Access,Bangalore,Technology,5000000.0,series a,2020-01-01
Hoi Foods,Delhi,Technology,2000000.0,bridge,2020-01-01
Ola Financial Services,Bangalore,Finance,27000000.0,series a,2020-01-01
Awifs,Delhi,Business Intelligence,5200000.0,undisclosed,2020-01-01
Dunzo,Bangalore,Transport,55000000.0,undisclosed,2020-01-01
Swiflearn,Gurugram,Technology,913500.0,seed,2020-01-01
Remedo,Delhi,Technology,1100000.0,bridge,2020-01-01
Blowhorn,Bangalore,Transport,3982000.0,undisclosed,2020-01-01
Toch,Mumbai,Technology,1000000.0,bridge,2020-01-01
Gram Cover,Noida,Technology,1100000.0,bridge,2020-01-01
Coin DCX,Mumbai,Finance,2500000.0,undisclosed,2020-01-01
HomeCapital,Mumbai,Finance,3982000.0,undisclosed,2020-01-01
Euler Motors,Delhi,Transport,2530000.0,series a,2020-01-01
Riskcovry,Mumbai,Technology,1100000.0,bridge,2020-01-01
NWNT (No Worry No Tension Healthcare),Delhi,Technology,1100000.0,bridge,2020-01-01
Voicezen,Gurugram,Technology,3982000.0,undisclosed,2020-01-01
Leap Club,Gurugram,Business Intelligence,340000.0,bridge,2020-01-01
Credit Mantri,Chennai,Finance,792000.0,undisclosed,2020-01-01
Xtracap,Gurugram,Finance,1000000.0,undisclosed,2020-01-01
Vakilsearch,Chennai,Business Intelligence,3982000.0,undisclosed,2020-01-01
Khatabook,Bangalore,Finance,60000000.0,series b,2020-01-01
LendingKart,Ahmedabad,Finance,11363000.0,series d,2020-01-01
Illumnus,Undisclosed,Technology,100000.0,seed,2020-01-01
LetsTransport,Bangalore,Technology,1715000.0,undisclosed,2020-01-01
Eggoz,Bihar,Technology,329000.0,seed,2020-01-01
Winuall,Bangalore,Technology,3982000.0,undisclosed,2020-01-01
Indian School Finance Company,Hyderabad,Finance,5271000.0,seed,2020-01-01
Juicy Chemistry,Coimbatore,Beauty & Fashion,650000.0,series a,2020-01-01
DeepTek,Pune,Technology,3982000.0,undisclosed,2020-01-01
Stepathlon Lifestyle,Mumbai,Lifestyle,3982000.0,undisclosed,2020-01-01
Sindhuja Microcredit,Noida,Finance,8700000.0,undisclosed,2020-01-01
Rentmojo,Bangalore,Technology,3226000.0,undisclosed,2020-01-01
Tesco Charge Zone,Ahmedabad,Transport,3982000.0,undisclosed,2020-01-01
Intello Labs,Gurugram,Technology,5900000.0,series a,2020-01-01
SirionLabs,Gurugram,Technology,44000000.0,series c,2020-01-01
Magicpin,Gurugram,Commerce,3879000.0,undisclosed,2020-01-01
GroCurv,Gurugram,Technology,913500.0,seed,2020-01-01
Refrens,Bangalore,Technology,1000000.0,seed,2020-01-01
Shiprocket,Delhi,Technology,13000000.0,series c,2020-01-01
Spyne,Gurugram,Technology,1100000.0,bridge,2020-01-01
Nykaa,Mumbai,Technology,8800000.0,undisclosed,2020-01-01
Docsapp,Bangalore,Technology,9500000.0,undisclosed,2020-01-01
Phable,Bangalore,Technology,1000000.0,bridge,2020-01-01
Generic Aadhaar,Undisclosed,Health,3982000.0,undisclosed,2020-01-01
Nium,Undisclosed,Finance,3982000.0,undisclosed,2020-01-01
Mintoak,Mumbai,Finance,2000000.0,bridge,2020-01-01
VestSpace,Pune,Technology,10000000.0,undisclosed,2020-01-01
Blackbuck,Bangalore,Transport,3982000.0,undisclosed,2020-01-01
Vernacular ai,Bangalore,Technology,5100000.0,series a,2020-01-01
Clover,Bangalore,Technology,920000.0,undisclosed,2020-01-01
Varthana,Bangalore,Finance,15000000.0,series d,2020-01-01
Codeninja,Bangalore,Technology,913500.0,seed,2020-01-01
MetaMerphoSys,Pune,Finance,1100000.0,bridge,2020-01-01
Rooter,Delhi,Technology,1700000.0,bridge,2020-01-01
Aker Foods,Pune,Transport,3982000.0,undisclosed,2020-01-01
Sascan Meditech pvt ltd,Kerala,Technology,3982000.0,undisclosed,2020-01-01
DailyHunt,Undisclosed,Media and Entertainment,35600000.0,undisclosed,2020-01-01
Pratilipi,Bangalore,Media and Entertainment,9400000.0,series c,2020-01-01
Biryani By Kilo,Delhi,Technology,790000.0,series b,2020-01-01
Consure Medical,Delhi,Technology,480000.0,undisclosed,2020-01-01
Servify,Mumbai,Technology,250000.0,undisclosed,2020-01-01
Tessol,Mumbai,Transport,160000.0,series a,2020-01-01
Remedo,Noida,Technology,1100000.0,bridge,2020-01-01
News Reach,Ahmedabad,Media and Entertainment,3982000.0,undisclosed,2020-01-01
RoomSoom,Noida,Technology,3982000.0,undisclosed,2020-01-01
Pedagogy,Undisclosed,Technology,400000.0,undisclosed,2020-01-01
Classplus,Delhi,Technology,8200000.0,series b,2020-01-01
Medlife,Bangalore,Health,15500000.0,undisclosed,2020-01-01
Qin1,Noida,Technology,3982000.0,undisclosed,2020-01-01
MYSUN,Delhi,Technology,4257000.0,bridge,2020-01-01
ShopX,Bangalore,Technology,1410000.0,undisclosed,2020-01-01
Expertrons,Mumbai,Technology,913500.0,seed,2020-01-01
NewsBytes,Gurugram,Media and Entertainment,1500000.0,series a,2020-01-01
Wagonfly,Bangalore,Commerce,500000.0,undisclosed,2020-01-01
NIRA,Bangalore,Finance,2100000.0,bridge,2020-01-01
Convosight,Hyderabad,Business Intelligence,4000000.0,bridge,2020-01-01
Fittr,Pune,Lifestyle,2000000.0,undisclosed,2020-01-01
AsknBid,Bangalore,Finance,3982000.0,undisclosed,2020-01-01
Bira91,Bangalore,Technology,20000000.0,series c,2020-01-01
Finaureus Technologies,Pune,Finance,1100000.0,bridge,2020-01-01
Daily Ninja,Gurugram,Technology,349800.0,undisclosed,2020-01-01
Guvi Geek Network Pvt Ltd,Chennai,Technology,786000.0,bridge,2020-01-01
LoadShare,Bangalore,Transport,2004000.0,series b,2020-01-01
Vedantu,Bangalore,Technology,6800000.0,series c,2020-01-01
Indusface,Undisclosed,Technology,5000000.0,undisclosed,2020-01-01
DMI Group,Delhi,Finance,123000000.0,undisclosed,2020-01-01
Spintly,Goa,Technology,248000.0,bridge,2020-01-01
Credr,Mumbai,Technology,3982000.0,undisclosed,2020-01-01
Bijak,Gurugram,Technology,12000000.0,series a,2020-01-01
Bugworks,Bangalore,Health,7500000.0,undisclosed,2020-01-01
DrinkPrime,Bangalore,Technology,913500.0,seed,2020-01-01
Yap,Chennai,Finance,4500000.0,series a,2020-01-01
UzhavarBumi,Tamil Nadu,Technology,3982000.0,undisclosed,2020-01-01
Tattva,Delhi,Beauty & Fashion,150000.0,undisclosed,2020-01-01
Pariksha,Pune,Technology,1100000.0,bridge,2020-01-01
DailyHunt,Undisclosed,Media and Entertainment,24000000.0,undisclosed,2020-01-01
NoBroker,Bangalore,Technology,30000000.0,undisclosed,2020-01-01
Box8,Mumbai,Technology,4000000.0,undisclosed,2020-01-01
Capital Float,Bangalore,Finance,15000000.0,undisclosed,2020-01-01
ITILITE,Bangalore,Lifestyle,13000000.0,series b,2020-01-01
Morning Context,Undisclosed,Media and Entertainment,913500.0,seed,2020-01-01
Aavenir,Ahmedabad,Technology,2000000.0,seed,2020-01-01
Savvy Co op,Undisclosed,Health,3982000.0,undisclosed,2020-01-01
BLive,Undisclosed,Lifestyle,1100000.0,bridge,2020-01-01
Yellow Messenger,Bangalore,Technology,20000000.0,series b,2020-01-01
Toch,Undisclosed,Media and Entertainment,400000.0,undisclosed,2020-01-01
Ewar,Bangalore,Technology,200000.0,undisclosed,2020-01-01
Setu,Undisclosed,Finance,14259000.0,series a,2020-01-01
Wellthy Therapeutics,Bangalore,Technology,4000000.0,bridge,2020-01-01
