Company_Name,Location,Sector,Amount ($),Stage,Year
Propshop24,Mumbai,Technology,500000.0,seed,2018-01-01
myUpchar,Delhi,Lifestyle,5000000.0,series a,2018-01-01
MissMalini Entertainment,Mumbai,Technology,1518400.0,seed,2018-01-01
Rooter,India,Technology,657000.0,seed,2018-01-01
ZestMoney,Bangalore,Finance,13400000.0,series a,2018-01-01
alphaics Corporation,Bangalore,Technology,913500.0,seed,2018-01-01
MyDentistChoice,Hyderabad,Health,500000.0,seed,2018-01-01
Sattviko,Delhi,Technology,913500.0,seed,2018-01-01
Sensibull,Bangalore,Technology,365000.0,seed,2018-01-01
Bombay Shaving Company,Delhi,Technology,5000000.0,series a,2018-01-01
MedCords,Pune,Lifestyle,385440.0,seed,2018-01-01
University Living,Delhi,Technology,913500.0,seed,2018-01-01
&ME,Bangalore,Health,913500.0,seed,2018-01-01
Enakshi,Ahmedabad,Beauty & Fashion,116800.0,seed,2018-01-01
Ultraviolette Automotive,Bangalore,Transport,876.0,series a,2018-01-01
Inthree Access,Chennai,Business Intelligence,4000000.0,series a,2018-01-01
BUGWORKS Research India,Bangalore,Health,9000000.0,series a,2018-01-01
Guardian.in,Mumbai,Health,913500.0,seed,2018-01-01
PrestLoans,Delhi,Finance,100000.0,seed,2018-01-01
Wimoxez,Hyderabad,Technology,20000.0,seed,2018-01-01
India Accelerator,Gurugram,Business Intelligence,913500.0,seed,2018-01-01
HappyEMI,Bangalore,Finance,1000000.0,seed,2018-01-01
Wishup,Delhi,Business Intelligence,913500.0,seed,2018-01-01
Hansel.io,Bangalore,Technology,4000000.0,series a,2018-01-01
Propelld,Bangalore,Finance,250000.0,seed,2018-01-01
PivotRoots,Mumbai,Business Intelligence,5000000.0,series a,2018-01-01
ZiffyHomes,Delhi,Technology,120000.0,seed,2018-01-01
Carmesi,Gurugram,Health,496400.0,seed,2018-01-01
OckyPocky,Gurugram,Media and Entertainment,913500.0,seed,2018-01-01
Racetrack,Bangalore,Media and Entertainment,4993200.0,seed,2018-01-01
WHR,Pune,Health,143145.0,seed,2018-01-01
Asteria Aerospace,Bangalore,Transport,913500.0,seed,2018-01-01
FabAlley,Noida,Beauty & Fashion,8760000.0,series b,2018-01-01
Tranzmeo,Kochi,Technology,1100000.0,bridge,2018-01-01
SBI Life,Mumbai,Finance,742000000.0,maturity,2018-01-01
Studds Accessories,Faridabad,Technology,14600000.0,maturity,2018-01-01
Design Cafe,Bangalore,Lifestyle,29200000.0,series b,2018-01-01
NoPaperForms Solutions Pvt. Ltd.,Delhi,Business Intelligence,3980000.0,series b,2018-01-01
Rays Power Infra,Jaipur,Energy,29200000.0,unstaged,2018-01-01
AuthMetrik,Gurugram,Technology,10000.0,unstaged,2018-01-01
Khidki,Bangalore,Technology,913500.0,seed,2018-01-01
LetsTransport,Bangalore,Transport,14600000.0,series b,2018-01-01
Next Digital Solutions,Kota,Technology,1460.0,seed,2018-01-01
Portea Medical,Bangalore,Health,3650000.0,unstaged,2018-01-01
Aavas Financiers,Jaipur,Finance,29200000.0,maturity,2018-01-01
Swiggy,Bangalore,Technology,1000000000.0,series h,2018-01-01
Milkbasket,Gurugram,Technology,7000000.0,series a,2018-01-01
Nutrisattva (Proliva),Anand,Lifestyle,913500.0,seed,2018-01-01
Toppr,Mumbai,Business Intelligence,35000000.0,series c,2018-01-01
Jagaran Microfin,Kolkata,Technology,8030000.0,unstaged,2018-01-01
Vivriti Capital,Chennai,Finance,28500000.0,unstaged,2018-01-01
Be U Salons,Delhi,Beauty & Fashion,438000.0,seed,2018-01-01
Impact Guru,Mumbai,Finance,2000000.0,series a,2018-01-01
MobiKwik,Gurugram,Finance,3504000.0,series e,2018-01-01
Stones2Milestones,Gurugram,Technology,913500.0,seed,2018-01-01
Generico,Mumbai,Health,5000000.0,series a,2018-01-01
Adiuvo Diagnostics,Chennai,Technology,913500.0,seed,2018-01-01
DataTrained,Bangalore,Technology,1752000.0,seed,2018-01-01
OneAssist,Mumbai,Finance,2400000.0,unstaged,2018-01-01
Satin Creditcare Network Limited (SCNL),Delhi,Finance,30000000.0,maturity,2018-01-01
APAC Financial Services,Mumbai,Finance,36500000.0,maturity,2018-01-01
Moglix,Noida,Technology,23000000.0,series c,2018-01-01
SEDEMAC Mechatronics,Mumbai,Transport,5000000.0,unstaged,2018-01-01
MadGuy Labs,Hyderabad,Technology,150000.0,unstaged,2018-01-01
Dee Dee Labs,Pune,Health,913500.0,seed,2018-01-01
FLEECA,Jaipur,Technology,913500.0,seed,2018-01-01
Shop101,Mumbai,Technology,11000000.0,series b,2018-01-01
FeedMyPockets,Bangalore,Business Intelligence,642400.0,seed,2018-01-01
Housejoy,Bangalore,Beauty & Fashion,3240000.0,series b,2018-01-01
Ambee,Bangalore,Health,913500.0,seed,2018-01-01
FoodBuddy,Belgaum,Technology,876000.0,seed,2018-01-01
Ninjacart,Bangalore,Business Intelligence,36500000.0,series b,2018-01-01
Olly Smart Credit Card,Delhi,Finance,913500.0,seed,2018-01-01
Zestl,Pune,Technology,913500.0,seed,2018-01-01
BYJU’S,Bangalore,Technology,540000000.0,maturity,2018-01-01
Wakefit,Bangalore,Technology,9490000.0,unstaged,2018-01-01
Hero Electric,Delhi,Technology,23360000.0,unstaged,2018-01-01
Pentation Analytics,Mumbai,Business Intelligence,913500.0,seed,2018-01-01
PerkFinance,Bangalore,Finance,900000.0,seed,2018-01-01
Roposo,Gurugram,Business Intelligence,10000000.0,series c,2018-01-01
Plum Goodness,Thane,Beauty & Fashion,5000000.0,series a,2018-01-01
Drstore,Mumbai,Health,913500.0,seed,2018-01-01
Wow Venue,Mumbai,Technology,1500000.0,unstaged,2018-01-01
Chizel,Pune,Lifestyle,913500.0,seed,2018-01-01
OTO Capital,Mumbai,Transport,730000.0,seed,2018-01-01
Boodmo,Gurugram,Transport,1022000.0,seed,2018-01-01
Khabri,Gurugram,Technology,913500.0,seed,2018-01-01
MyNewCar.in,Gurugram,Transport,1000000.0,unstaged,2018-01-01
HalaPlay Technologies,Bangalore,Media and Entertainment,5000000.0,series a,2018-01-01
PlanetSpark,Gurugram,Technology,233600.0,seed,2018-01-01
WheelsEMI,Pune,Technology,14000000.0,series b,2018-01-01
Forum for Innovation Incubation Research and Entrepreneurship,Margão,Finance,1496500.0,unstaged,2018-01-01
OYO,Gurugram,Lifestyle,100000000.0,series e,2018-01-01
Quikr,Bangalore,Technology,8030000.0,unstaged,2018-01-01
Tabono,Gurugram,Technology,913500.0,seed,2018-01-01
LearnApp,Noida,Finance,292000.0,seed,2018-01-01
Shopkirana,Indore,Technology,2000000.0,unstaged,2018-01-01
Fric Bergen,Alwar,Technology,5000000.0,unstaged,2018-01-01
Articbot,Kannur,Technology,17520.0,unstaged,2018-01-01
BuildSupply,Gurugram,Business Intelligence,3650000.0,series a,2018-01-01
Fusion Microfinance,Delhi,Finance,75920000.0,series e,2018-01-01
Any time Doctor,Chennai,Technology,913500.0,seed,2018-01-01
Go Payments,Mumbai,Business Intelligence,5000000.0,unstaged,2018-01-01
Guiddoo World,Mumbai,Lifestyle,800000.0,seed,2018-01-01
ION Energy,Mumbai,Energy,1041000.0,unstaged,2018-01-01
UnoTag,Bangalore,Technology,100000.0,bridge,2018-01-01
CivilCops,Gurugram,Technology,100000.0,bridge,2018-01-01
Rockmetric,Mumbai,Technology,5000000.0,unstaged,2018-01-01
Classworks India,Chennai,Technology,1460.0,undisclosed,2018-01-01
Snapmint,Mumbai,Finance,913500.0,seed,2018-01-01
artbandhu,Bangalore,Media and Entertainment,15000.0,bridge,2018-01-01
Survaider,Bangalore,Business Intelligence,500000.0,seed,2018-01-01
Credy,Bangalore,Finance,1400000.0,seed,2018-01-01
iChamp,Gurugram,Technology,5000000.0,seed,2018-01-01
Qandle,Gurugram,Technology,1200000.0,seed,2018-01-01
Avishkaar Box,Delhi,Technology,730000.0,seed,2018-01-01
Gegadyne Energy,Mumbai,Transport,913500.0,seed,2018-01-01
HyperXchange,Pune,Technology,1000000.0,series a,2018-01-01
Deftouch,Bangalore,Technology,913500.0,seed,2018-01-01
Doodhwala,Bangalore,Technology,2200000.0,seed,2018-01-01
DronaHQ,Mumbai,Technology,500000.0,seed,2018-01-01
FastFox,Gurugram,Technology,1460000.0,series a,2018-01-01
BuyForexOnline,Bangalore,Lifestyle,2000000.0,undisclosed,2018-01-01
Colive.in,Bangalore,Technology,1800000.0,seed,2018-01-01
Agricxlab Private Limited,Thane,Technology,500000.0,seed,2018-01-01
Corefactors,Bangalore,Technology,913500.0,seed,2018-01-01
Fincash.com,Mumbai,Finance,150000.0,seed,2018-01-01
Pandorum Technologies,Bangalore,Health,3600000.0,series a,2018-01-01
Shirsa Labs,Mumbai,Lifestyle,500000.0,seed,2018-01-01
PetSutra,Gurugram,Technology,138700.0,seed,2018-01-01
Awaaz De,Ahmedabad,Business Intelligence,913500.0,seed,2018-01-01
PinkBlue,Bangalore,Business Intelligence,300000.0,seed,2018-01-01
Eduvanz,Mumbai,Finance,500000.0,seed,2018-01-01
Rupeek,Bangalore,Finance,6830000.0,series a,2018-01-01
Backpacker Panda Holidays Private Limited,Pune,Lifestyle,1400000.0,series a,2018-01-01
Shape (School Health and Physical Education),Pune,Technology,200000.0,seed,2018-01-01
Placio,Noida,Health,2000000.0,seed,2018-01-01
Aviom India Housing Finance,Delhi,Finance,2190000.0,series a,2018-01-01
GenRobotic,Trivandrum,Business Intelligence,913500.0,seed,2018-01-01
HeyHolidays,Bangalore,Lifestyle,1000000.0,seed,2018-01-01
Pratilipi,Bangalore,Media and Entertainment,4300000.0,series a,2018-01-01
SectorQube,Ernakulam,Technology,913500.0,seed,2018-01-01
Food Memories,Ahmedabad,Technology,913500.0,seed,2018-01-01
ZAMROO,India,Technology,913500.0,seed,2018-01-01
Silversparro Technologies Pvt. Ltd,Gurugram,Business Intelligence,300000.0,seed,2018-01-01
Creator’s Gurukul,Gurugram,Technology,913500.0,seed,2018-01-01
Emflux Motors,Bangalore,Transport,364846.0,seed,2018-01-01
Tricog Health Services Pvt Ltd,Bangalore,Business Intelligence,4000000.0,series a,2018-01-01
Scapic,Bangalore,Technology,500000.0,seed,2018-01-01
6Degree,Mumbai,Beauty & Fashion,400000.0,seed,2018-01-01
Chrysalis (EZ Vidya),Chennai,Technology,913500.0,seed,2018-01-01
Ekincare,Hyderabad,Health,1500000.0,series a,2018-01-01
Streo,Gurugram,Media and Entertainment,913500.0,seed,2018-01-01
Groww,Kormangala,Finance,120000.0,seed,2018-01-01
Cell Propulsion,Bangalore,Technology,102200.0,seed,2018-01-01
Chezuba,Hyderabad,Business Intelligence,20440.0,seed,2018-01-01
Ontrack Technologies Pvt. Ltd,Bangalore,Technology,913500.0,seed,2018-01-01
Wealthtrust,Mumbai,Finance,500000.0,seed,2018-01-01
Faclon Labs,Mumbai,Technology,913500.0,seed,2018-01-01
Awign Enterprises,Bangalore,Business Intelligence,730000.0,seed,2018-01-01
CollPoll,Bangalore,Technology,913500.0,seed,2018-01-01
Zyla Health,Delhi,Health,913500.0,seed,2018-01-01
Hubhopper,Delhi,Telecommunication,500000.0,series a,2018-01-01
Rubix108 Technologies,Pune,Technology,1000000.0,seed,2018-01-01
Workflexi,Bangalore,Business Intelligence,146000.0,seed,2018-01-01
Streak,Bangalore,Finance,328500.0,seed,2018-01-01
Kuants,Gurugram,Finance,73000.0,seed,2018-01-01
NiYO Solutions,Bangalore,Finance,13200000.0,series a,2018-01-01
Hippo Video,Chennai,Media and Entertainment,913500.0,seed,2018-01-01
Satvacart,Gurugram,Technology,913500.0,seed,2018-01-01
Daaki,Bangalore,Health,913500.0,seed,2018-01-01
Simulanis,Delhi,Lifestyle,500000.0,seed,2018-01-01
MY CHIRAAG CAB,Jaipur,Lifestyle,1000000.0,seed,2018-01-01
WOTU,Bangalore,Technology,913500.0,seed,2018-01-01
Flathalt,Gurugram,Technology,50000.0,seed,2018-01-01
True Elements,Pune,Health,730000.0,seed,2018-01-01
Trendlyne Technologies,Bangalore,Finance,200000.0,seed,2018-01-01
Planys Technologies,Chennai,Energy,2046920.0,series a,2018-01-01
HealthPlix,Bangalore,Lifestyle,3000000.0,series a,2018-01-01
dishq,Bangalore,Technology,400000.0,seed,2018-01-01
Entropik Technology,Bangalore,Technology,1100000.0,seed,2018-01-01
myHQ,Delhi,Business Intelligence,500000.0,series a,2018-01-01
Trell,Bangalore,Technology,1250000.0,seed,2018-01-01
Kidovators (by GyanLab),Bangalore,Technology,180000.0,seed,2018-01-01
Log 9 Materials,Noida,Technology,438000.0,seed,2018-01-01
VTION,Gurugram,Business Intelligence,280320.0,seed,2018-01-01
HousingMan.com,Bangalore,Technology,1503800.0,seed,2018-01-01
Steradian Semiconductors,Bangalore,Technology,913500.0,seed,2018-01-01
RupeeCircle,Mumbai,Finance,584000.0,seed,2018-01-01
Wooden Street,Jaipur,Lifestyle,1000000.0,series a,2018-01-01
The Ken,Bangalore,Media and Entertainment,1500000.0,series a,2018-01-01
SaffronStays,Mumbai,Technology,2000000.0,seed,2018-01-01
Vebbler,Bangalore,Media and Entertainment,913500.0,seed,2018-01-01
Foyr,Pune,Lifestyle,4200000.0,series a,2018-01-01
MEngage,Jaipur,Health,175000.0,seed,2018-01-01
Inner Being Wellness,Hyderabad,Technology,511000.0,seed,2018-01-01
Kobster,Chennai,Business Intelligence,913500.0,seed,2018-01-01
Wishberry,Mumbai,Finance,1460000.0,series a,2018-01-01
McXtra,Andheri,Finance,1300000.0,seed,2018-01-01
Magic Crate,Bangalore,Technology,913500.0,seed,2018-01-01
SmartVizX,Noida,Technology,1450000.0,seed,2018-01-01
MySEODoc,Delhi,Technology,913500.0,seed,2018-01-01
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Pune,Technology,2920.0,seed,2018-01-01
Scale Labs,Delhi,Technology,1000000.0,seed,2018-01-01
HungerBox,Bangalore,Technology,4500000.0,series a,2018-01-01
Biryani By Kilo,Noida,Technology,1000000.0,seed,2018-01-01
Wholesome Habits (EAT Anytime),Mumbai,Technology,500000.0,seed,2018-01-01
GoBumpr,Chennai,Transport,600000.0,seed,2018-01-01
Fixpocket,Ahmedabad,Lifestyle,250000.0,seed,2018-01-01
edureka!,Bangalore,Lifestyle,2000000.0,series a,2018-01-01
Hashtag Loyalty Private Limited,Mumbai,Business Intelligence,913500.0,seed,2018-01-01
Wow Express,Mumbai,Technology,4500000.0,series a,2018-01-01
ZunRoof,Gurugram,Energy,242360.0,seed,2018-01-01
Eggoz,Indore,Technology,175200.0,seed,2018-01-01
Sqrrl Fintech,Gurugram,Finance,1000000.0,seed,2018-01-01
GalaxyCard,Noida,Finance,913500.0,seed,2018-01-01
IndiQube,Bangalore,Business Intelligence,15000000.0,series a,2018-01-01
EGK Foods,Mumbai,Technology,292000.0,seed,2018-01-01
NirogStreet,Gurugram,Health,300000.0,seed,2018-01-01
Pixr8,Ghaziabad,Business Intelligence,50000.0,seed,2018-01-01
Nivesh.com,Noida,Finance,438000.0,seed,2018-01-01
Theranosis Life Sciences,Hyderabad,Health,913500.0,seed,2018-01-01
Poshmiles Online Solutions Private Limited,Bangalore,Lifestyle,913500.0,seed,2018-01-01
Reculta,Noida,Business Intelligence,913500.0,seed,2018-01-01
Orbo.ai,Mumbai,Technology,913500.0,seed,2018-01-01
Inntot Technologies,Kochi,Technology,913500.0,seed,2018-01-01
Zoctr Health,Mumbai,Health,913500.0,seed,2018-01-01
Hey Deedee,Mumbai,Transport,481800.0,seed,2018-01-01
DigiConnectt Technologys,Bangalore,Business Intelligence,125000.0,seed,2018-01-01
Locus.sh,Bangalore,Transport,4000000.0,series a,2018-01-01
Sports Flashes Pvt. Ltd,Delhi,Lifestyle,1000000.0,seed,2018-01-01
Inc42,Delhi,Telecommunication,913500.0,seed,2018-01-01
Picxy,Guntur,Technology,130000.0,seed,2018-01-01
Huddle,Gurugram,Business Intelligence,300000.0,seed,2018-01-01
Benepik,Gurugram,Business Intelligence,913500.0,seed,2018-01-01
Cash Suvidha,Delhi,Finance,1000000.0,seed,2018-01-01
Smartcoin,Bangalore,Finance,2000000.0,seed,2018-01-01
Carmel Organics,Indore,Technology,5000000.0,series a,2018-01-01
Roadcast,Delhi,Technology,250000.0,seed,2018-01-01
Printline Media(ThePrint),Delhi,Telecommunication,509540.0,seed,2018-01-01
Creditas Solutions,Gurugram,Finance,913500.0,seed,2018-01-01
UrbanPiper,Bangalore,Technology,913500.0,seed,2018-01-01
Doxper,Mumbai,Health,1051200.0,seed,2018-01-01
i2ifunding,Noida,Finance,730000.0,seed,2018-01-01
ShakeDeal,Bangalore,Technology,913500.0,seed,2018-01-01
HelloVerify,Noida,Business Intelligence,913500.0,seed,2018-01-01
Fasal,Bangalore,Technology,120000.0,seed,2018-01-01
CoinGeto,Delhi,Finance,1752000.0,seed,2018-01-01
Avail Finance,Bangalore,Finance,17200000.0,series a,2018-01-01
Tripeur,Bangalore,Technology,600000.0,seed,2018-01-01
Wedeterna,Bangalore,Technology,913500.0,seed,2018-01-01
Stumagz,Hyderabad,Media and Entertainment,913500.0,seed,2018-01-01
Doubtnut,Gurugram,Technology,511000.0,seed,2018-01-01
MCaffeine,Mumbai,Technology,467200.0,seed,2018-01-01
TrustCheckr,Bangalore,Technology,100000.0,seed,2018-01-01
HealthAssure,Mumbai,Lifestyle,1000000.0,seed,2018-01-01
Picture TIme,Delhi,Media and Entertainment,3650000.0,seed,2018-01-01
1Crowd,Mumbai,Finance,3500000.0,seed,2018-01-01
Aarav Unmanned Systems,Bangalore,Technology,913500.0,seed,2018-01-01
Wellthy Therapeutics Pvt Ltd,Mumbai,Health,1971000.0,seed,2018-01-01
Nua,Mumbai,Technology,913500.0,seed,2018-01-01
Kuvera.in,Bangalore,Finance,250000.0,seed,2018-01-01
Livehealth,Pune,Business Intelligence,1100000.0,seed,2018-01-01
Gramophone,Indore,Technology,1000000.0,seed,2018-01-01
Ora,Kolkata,Lifestyle,913500.0,seed,2018-01-01
Buddy4Study.com,Noida,Business Intelligence,3000000.0,series a,2018-01-01
Predible Health,Bangalore,Health,913500.0,seed,2018-01-01
Syncremedies Healthcare Pvt Ltd,Bangalore,Health,913500.0,seed,2018-01-01
Blueleaf Cyberspace Systems,Bangalore,Technology,913500.0,seed,2018-01-01
Toffee,Gurugram,Technology,1500000.0,seed,2018-01-01
ORO Wealth,Mumbai,Technology,1600000.0,series a,2018-01-01
HealWell24,Mumbai,Health,200000.0,seed,2018-01-01
Acko General Insurance,Mumbai,Finance,12000000.0,series a,2018-01-01
arzooo.com,Bangalore,Technology,219000.0,seed,2018-01-01
Bonphul Air Products,Delhi,Technology,292000.0,seed,2018-01-01
DheeYantra Research Labs,Bangalore,Technology,913500.0,seed,2018-01-01
Edyoo,Bangalore,Technology,1000000.0,seed,2018-01-01
Chtrbox,Mumbai,Business Intelligence,146000.0,seed,2018-01-01
Aashiyaan Housing and Development Finance,Kolkata,Finance,1971000.0,seed,2018-01-01
BetterPlace Safety Solutions Pvt. Ltd.,Bangalore,Business Intelligence,3000000.0,series a,2018-01-01
Cashkumar,Bangalore,Finance,730000.0,seed,2018-01-01
Rocketium,Bangalore,Media and Entertainment,292000.0,seed,2018-01-01
FreightBazaar,Hyderabad,Transport,913500.0,seed,2018-01-01
OPEN,Bangalore,Finance,913500.0,seed,2018-01-01
mfine,Bangalore,Health,4200000.0,series a,2018-01-01
Earth Food,Pune,Technology,934400.0,seed,2018-01-01
Charcoal Eats,Mumbai,Technology,730000.0,seed,2018-01-01
Wishfie,Bangalore,Technology,913500.0,seed,2018-01-01
The Social Hook,Bangalore,Technology,913500.0,seed,2018-01-01
FreightBro,Mumbai,Transport,913500.0,seed,2018-01-01
Finwego,Chennai,Technology,913500.0,seed,2018-01-01
Cricnwin,Gurugram,Media and Entertainment,913500.0,seed,2018-01-01
Wicked Ride Adventure Services Private Limited,Bangalore,Transport,10000000.0,unstaged,2018-01-01
Career Anna,Bangalore,Technology,584000.0,seed,2018-01-01
ERUDITUS Executive Education,Mumbai,Business Intelligence,40000000.0,series c,2018-01-01
Gaia Smart Cities,Mumbai,Telecommunication,913500.0,seed,2018-01-01
Square Off,Mumbai,Technology,1100000.0,seed,2018-01-01
UrbanClap,Delhi,Business Intelligence,50000000.0,series d,2018-01-01
Hospals,Delhi,Lifestyle,1500000.0,seed,2018-01-01
Kogta Financial India Limited,Jaipur,Finance,22484000.0,series b,2018-01-01
Perspectico,Delhi,Business Intelligence,913500.0,seed,2018-01-01
The Souled Store,Mumbai,Beauty & Fashion,3000000.0,unstaged,2018-01-01
Hush - Speak Up. Make Work Better,Bangalore,Technology,657000.0,seed,2018-01-01
Drivezy,Bangalore,Transport,100000000.0,unstaged,2018-01-01
Freyr Energy,Hyderabad,Energy,1500000.0,series a,2018-01-01
NIRAMAI Health Analytix,Bangalore,Health,6000000.0,seed,2018-01-01
CloudSek,Bangalore,Technology,2044000.0,seed,2018-01-01
Lendbox,Delhi,Finance,876000.0,seed,2018-01-01
Verloop,Bangalore,Technology,3000000.0,series a,2018-01-01
Flickstree,Mumbai,Business Intelligence,913500.0,seed,2018-01-01
Paymatrix,Hyderabad,Finance,100000.0,seed,2018-01-01
Idha Skin Clinic,Bangalore,Beauty & Fashion,73000.0,seed,2018-01-01
InCred,Mumbai,Finance,41900000.0,maturity,2018-01-01
Vedantu,Bangalore,Technology,11000000.0,series b,2018-01-01
Sportido,Noida,Media and Entertainment,913500.0,seed,2018-01-01
Stelis Biopharma,Bangalore,Health,100000000.0,series b,2018-01-01
Magicpin,Gurugram,Commerce,20586000.0,series c,2018-01-01
Try & Buy,Delhi,Beauty & Fashion,913500.0,seed,2018-01-01
Mech Mocha,Bangalore,Media and Entertainment,3530000.0,series b,2018-01-01
Aye Finance,Gurugram,Finance,1051200.0,unstaged,2018-01-01
Aldopay,Chennai,Finance,200000.0,seed,2018-01-01
Detect Technologies,Chennai,Energy,3300000.0,series a,2018-01-01
Signzy,Bangalore,Finance,3504000.0,series a,2018-01-01
CashRich,Mumbai,Finance,1000000.0,seed,2018-01-01
Cloudnine Hospitals,Bangalore,Health,70950000.0,maturity,2018-01-01
CropIn Technologies,Bangalore,Technology,8468000.0,series b,2018-01-01
Billdesk,Ahmedabad,Finance,5000000.0,unstaged,2018-01-01
Yaantra,Delhi,Business Intelligence,2000000.0,unstaged,2018-01-01
TECHBOOZE,Delhi,Technology,100000.0,seed,2018-01-01
HealthifyMe,Bangalore,Lifestyle,6000000.0,series b,2018-01-01
hoi foods,Gurugram,Technology,525600.0,seed,2018-01-01
Perpule,Bangalore,Finance,4964000.0,series a,2018-01-01
Royal Sundaram General Insurance Co. Limited,Kalpakkam,Finance,210000000.0,unstaged,2018-01-01
CleanseCar,Bangalore,Transport,511000.0,seed,2018-01-01
DRIVEU,Bangalore,Lifestyle,1022000.0,unstaged,2018-01-01
Spinny,Gurugram,Technology,11000000.0,series a,2018-01-01
Asset Reconstruction Company (India) Ltd.,Mumbai,Finance,70950000.0,maturity,2018-01-01
Med365 Healthcare,Jaipur,Technology,730000.0,seed,2018-01-01
Dunzo,Bangalore,Technology,1022000.0,unstaged,2018-01-01
Mobile Premier League (MPL),Bangalore,Technology,5000000.0,series a,2018-01-01
WalMart India,Gurugram,Technology,37680000.0,unstaged,2018-01-01
Cred,Bangalore,Technology,913500.0,seed,2018-01-01
Meesho,Bangalore,Media and Entertainment,50000000.0,series c,2018-01-01
BhaskarGuru,Bhopal,Technology,1000000.0,seed,2018-01-01
Gugu,Coimbatore,Transport,250000.0,seed,2018-01-01
FarmTaaza,Bangalore,Technology,5000000.0,series a,2018-01-01
Vizzbee,Bhopal,Technology,20000.0,bridge,2018-01-01
BIGPHI TECHNOLOGIES PVT. LTD.,Bangalore,Beauty & Fashion,900000.0,seed,2018-01-01
Mobycy,Gurugram,Transport,913500.0,seed,2018-01-01
Traveo Soft Pvt. Ltd.,Bangalore,Lifestyle,17520.0,undisclosed,2018-01-01
Em Personal Care,Mumbai,Beauty & Fashion,913500.0,seed,2018-01-01
Lucideus,Delhi,Business Intelligence,5000000.0,unstaged,2018-01-01
Eupheus Learning,Delhi,Technology,913500.0,seed,2018-01-01
GamingMonk,Delhi,Media and Entertainment,584000.0,series a,2018-01-01
Sukkhi Jewellery,Mumbai,Beauty & Fashion,7446000.0,unstaged,2018-01-01
INDwealth,Gurugram,Finance,32120000.0,seed,2018-01-01
Medikabazaar,Mumbai,Health,5000000.0,series a,2018-01-01
NIRA,Bangalore,Finance,1000000.0,seed,2018-01-01
Duroflex Pvt. Ltd.,Alleppey,Technology,22000000.0,maturity,2018-01-01
Clensta,Delhi,Lifestyle,913500.0,seed,2018-01-01
Jetbrain Robotics,Gurugram,Health,70000.0,seed,2018-01-01
Medimetry,Gurugram,Health,913500.0,seed,2018-01-01
Healthkart,Gurugram,Lifestyle,10000000.0,unstaged,2018-01-01
Indiabulls Ventures,Mumbai,Finance,224723200.0,maturity,2018-01-01
Vistara,Gurugram,Transport,292000000.0,maturity,2018-01-01
ClearTax,Delhi,Finance,58400000.0,series b,2018-01-01
Shuttl,Gurugram,Transport,1000000.0,unstaged,2018-01-01
GuruQ,Delhi,Technology,365000.0,seed,2018-01-01
Azure Power,Delhi,Energy,185000000.0,maturity,2018-01-01
Cube,Mumbai,Finance,2044000.0,series a,2018-01-01
RAHI Care,Chandigarh,Health,5000000.0,unstaged,2018-01-01
Mynvax,Bangalore,Health,913500.0,seed,2018-01-01
Loans4SME,Mumbai,Finance,913500.0,seed,2018-01-01
UpCyclersLab,Mumbai,Technology,913500.0,seed,2018-01-01
Cellerite Systems,Hyderabad,Transport,913500.0,seed,2018-01-01
Taru Naturals,Mumbai,Technology,913500.0,seed,2018-01-01
LetsMD,Delhi,Lifestyle,1000000.0,seed,2018-01-01
Twenty Two Motors,Gurugram,Transport,65000000.0,unstaged,2018-01-01
Truebil,Mumbai,Transport,2000000.0,series a,2018-01-01
FarmersFZ,Kochi,Technology,913500.0,seed,2018-01-01
Worxogo,Bangalore,Technology,2409000.0,series a,2018-01-01
Vivish Technologies (myGate),Bangalore,Business Intelligence,9490000.0,series a,2018-01-01
Singularity Dynamics,Bangalore,Technology,913500.0,seed,2018-01-01
Virtual MetalStreet(MetalStreet),Bangalore,Technology,700000.0,seed,2018-01-01
Veritas Finance,Chennai,Finance,30000000.0,unstaged,2018-01-01
Manjushree Technopack,Bangalore,Technology,70950000.0,maturity,2018-01-01
GoZefo,Bangalore,Technology,3066000.0,unstaged,2018-01-01
Zomato,Gurugram,Health,210000000.0,maturity,2018-01-01
Innov8 Coworking,Delhi,Business Intelligence,4000000.0,seed,2018-01-01
RevFin,Delhi,Finance,913500.0,seed,2018-01-01
Lavelle Networks,Bangalore,Business Intelligence,292000.0,unstaged,2018-01-01
Blackbuck,Bangalore,Transport,29632160.0,series d,2018-01-01
Cardekho,Gurugram,Transport,75000000.0,series c,2018-01-01
ElasticRun,Pune,Transport,8760000.0,series b,2018-01-01
Droom Technology Private Limited,Gurugram,Transport,30000000.0,series e,2018-01-01
Vogo Rentals,Kormangala,Transport,1168000.0,unstaged,2018-01-01
InnerChef,Gurugram,Technology,1760000.0,unstaged,2018-01-01
LivQuik,Mumbai,Finance,2700000.0,unstaged,2018-01-01
Disprz,Chennai,Technology,400000.0,unstaged,2018-01-01
9stacks,Delhi,Technology,4088000.0,series a,2018-01-01
Origo,Gurugram,Technology,11680000.0,unstaged,2018-01-01
YourOwnROOM,Bangalore,Business Intelligence,750000.0,seed,2018-01-01
Vahdam Teas,Delhi,Technology,2500000.0,series b,2018-01-01
Spoofin,Delhi,Business Intelligence,5000000.0,unstaged,2018-01-01
Strom Motors,Mumbai,Transport,913500.0,seed,2018-01-01
